               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 303,            0.017376,           0.0068508,            0.010893,              0.9934,             0.94988,             0.99306,             0.91555,           0.0063914,           0.0027527,           0.0030281,           0.0040204,           0.0040204,           0.0040204
                 304,            0.016757,           0.0073003,            0.012183,              0.9931,             0.94988,             0.99306,             0.93379,           0.0060374,           0.0027407,           0.0030706,           0.0040006,           0.0040006,           0.0040006
                 305,             0.01347,           0.0056442,            0.010228,             0.99101,             0.94988,             0.99306,             0.91496,           0.0091305,           0.0027113,           0.0030767,           0.0039808,           0.0039808,           0.0039808
                 306,              0.0173,           0.0068317,           0.0096764,             0.94756,             0.99296,             0.99306,             0.94077,           0.0082462,           0.0024864,           0.0030972,            0.003961,            0.003961,            0.003961
                 307,            0.014796,           0.0070305,            0.012252,             0.94785,             0.98905,             0.99306,             0.88979,            0.010076,           0.0028605,            0.003208,           0.0039412,           0.0039412,           0.0039412
                 308,            0.020587,           0.0066688,            0.011459,              0.9488,              0.9932,             0.99306,             0.93378,           0.0069512,           0.0027453,           0.0032071,           0.0039214,           0.0039214,           0.0039214
                 309,            0.015959,           0.0068713,            0.012292,             0.95087,             0.99638,             0.99306,             0.88749,           0.0086834,           0.0028336,           0.0031825,           0.0039016,           0.0039016,           0.0039016
                 310,             0.02046,           0.0074832,            0.010273,             0.95076,             0.99487,             0.99306,             0.90127,           0.0078881,           0.0027658,           0.0032032,           0.0038818,           0.0038818,           0.0038818
                 311,            0.016282,           0.0061023,           0.0099615,             0.95046,             0.99049,             0.99306,             0.89183,           0.0090914,           0.0029103,           0.0032229,            0.003862,            0.003862,            0.003862
                 312,            0.018517,           0.0070654,            0.010538,             0.97687,             0.96541,             0.99306,             0.91821,            0.006706,           0.0025677,            0.003241,           0.0038422,           0.0038422,           0.0038422
                 313,            0.017573,            0.006945,            0.010654,             0.97841,             0.96647,             0.99306,             0.87261,           0.0087626,           0.0025527,           0.0032557,           0.0038224,           0.0038224,           0.0038224
                 314,            0.015744,           0.0062627,            0.014006,             0.97891,             0.96714,             0.99306,             0.92786,           0.0054781,            0.002308,           0.0032788,           0.0038026,           0.0038026,           0.0038026
                 315,            0.016781,           0.0067867,            0.013026,             0.97989,             0.96768,             0.99306,             0.82893,           0.0099754,            0.002499,           0.0032522,           0.0037828,           0.0037828,           0.0037828
                 316,            0.016351,           0.0070597,            0.011932,             0.97777,             0.96652,             0.99306,             0.93489,            0.006908,           0.0024451,           0.0032286,            0.003763,            0.003763,            0.003763
                 317,            0.015713,           0.0062535,            0.012898,             0.97799,             0.96646,             0.99306,             0.91116,           0.0068075,           0.0023198,           0.0032322,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015495,           0.0070507,            0.014152,             0.98095,             0.96834,             0.99306,             0.92247,           0.0076576,             0.00234,           0.0031976,           0.0037234,           0.0037234,           0.0037234
                 319,            0.014818,           0.0070598,            0.011027,             0.97299,             0.97962,             0.99306,             0.92731,           0.0055359,           0.0022829,           0.0031794,           0.0037036,           0.0037036,           0.0037036
                 320,            0.016575,           0.0074348,            0.010818,             0.97816,             0.98005,             0.99261,             0.93012,           0.0075264,           0.0022856,           0.0031579,           0.0036838,           0.0036838,           0.0036838
                 321,            0.013384,           0.0060537,            0.010201,             0.97836,             0.98091,             0.99306,             0.91545,           0.0076385,           0.0022889,           0.0032639,            0.003664,            0.003664,            0.003664
                 322,            0.014738,           0.0059527,            0.010495,             0.97577,             0.98032,             0.99306,             0.90151,           0.0094305,           0.0022993,           0.0032179,           0.0036442,           0.0036442,           0.0036442
                 323,            0.018235,           0.0071116,            0.013532,             0.97925,             0.98065,             0.99306,              0.9334,            0.007601,           0.0023062,           0.0030612,           0.0036244,           0.0036244,           0.0036244
                 324,            0.013696,           0.0068045,           0.0083067,             0.98205,             0.98214,             0.99306,             0.92181,           0.0072215,           0.0024185,           0.0029238,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017872,            0.006905,            0.014193,             0.97817,             0.98038,             0.99306,             0.93018,           0.0061071,           0.0024322,           0.0030264,           0.0035848,           0.0035848,           0.0035848
                 326,            0.012177,           0.0063047,           0.0097486,             0.98172,             0.98214,             0.99355,             0.89396,           0.0082831,           0.0024891,           0.0029104,            0.003565,            0.003565,            0.003565
                 327,            0.014761,            0.005985,            0.014009,             0.98129,             0.98214,             0.99401,             0.93778,           0.0055345,           0.0022713,           0.0028868,           0.0035452,           0.0035452,           0.0035452
                 328,            0.014963,           0.0066225,            0.010607,             0.99947,              0.9628,             0.99353,             0.90083,           0.0081326,           0.0024436,           0.0028219,           0.0035254,           0.0035254,           0.0035254
                 329,            0.015336,            0.006205,             0.01243,             0.96594,             0.99636,             0.99401,              0.9225,           0.0078641,           0.0023863,           0.0028061,           0.0035056,           0.0035056,           0.0035056
                 330,             0.01563,           0.0068874,            0.010241,              0.9935,             0.94554,             0.99355,             0.93867,           0.0056535,           0.0023031,           0.0029512,           0.0034858,           0.0034858,           0.0034858
                 331,            0.013522,           0.0074788,           0.0096485,               0.979,             0.96398,             0.99355,             0.90541,           0.0089034,           0.0024005,           0.0031545,            0.003466,            0.003466,            0.003466
                 332,            0.014084,           0.0063601,           0.0097126,             0.97893,             0.95916,             0.99355,             0.93493,           0.0057991,           0.0022669,           0.0031267,           0.0034462,           0.0034462,           0.0034462
                 333,            0.014539,            0.007036,            0.011725,             0.98509,             0.93599,             0.99306,             0.92946,           0.0071502,           0.0022767,           0.0033373,           0.0034264,           0.0034264,           0.0034264
                 334,            0.017379,            0.006774,            0.013064,             0.94072,             0.98574,             0.99306,             0.95537,           0.0072589,           0.0022761,           0.0033224,           0.0034066,           0.0034066,           0.0034066
                 335,            0.013467,           0.0073164,            0.012981,              0.9457,             0.99222,             0.99306,             0.96936,           0.0050637,           0.0021902,           0.0031343,           0.0033868,           0.0033868,           0.0033868
                 336,            0.016269,           0.0066328,           0.0093016,             0.94516,             0.99598,             0.99306,             0.94878,           0.0095329,            0.002487,           0.0030771,            0.003367,            0.003367,            0.003367
                 337,            0.013916,            0.006824,            0.010872,             0.94576,             0.98824,             0.99306,             0.95521,            0.005588,           0.0022915,           0.0032984,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014418,           0.0061438,            0.012906,             0.94199,              0.9821,             0.99306,              0.9573,           0.0060933,           0.0024633,            0.003404,           0.0033274,           0.0033274,           0.0033274
                 339,            0.015633,           0.0067818,            0.011918,             0.94382,             0.98396,             0.99306,             0.95907,           0.0072992,           0.0024549,           0.0033177,           0.0033076,           0.0033076,           0.0033076
                 340,            0.017417,           0.0061999,            0.012493,             0.94253,             0.98382,             0.99306,             0.93814,           0.0069115,           0.0024946,            0.003281,           0.0032878,           0.0032878,           0.0032878
                 341,            0.014221,           0.0063686,             0.01187,             0.97166,             0.94988,             0.99306,              0.9487,           0.0060292,           0.0023666,           0.0033352,            0.003268,            0.003268,            0.003268
                 342,              0.0178,           0.0061494,            0.010326,              0.9599,             0.96774,             0.99306,             0.94549,           0.0053751,           0.0023046,            0.003428,           0.0032482,           0.0032482,           0.0032482
                 343,            0.013417,           0.0066374,            0.012726,             0.95875,             0.96774,             0.99306,             0.94479,           0.0071897,           0.0024962,           0.0033862,           0.0032284,           0.0032284,           0.0032284
                 344,            0.013998,            0.006823,            0.010669,             0.97461,             0.94988,             0.99306,              0.9493,           0.0058774,           0.0024862,           0.0031529,           0.0032086,           0.0032086,           0.0032086
                 345,             0.01158,           0.0057479,           0.0064065,              0.9456,             0.99684,             0.99306,              0.9507,           0.0075449,           0.0024892,           0.0028359,           0.0031888,           0.0031888,           0.0031888
                 346,            0.013335,           0.0069763,           0.0099478,             0.96521,             0.99248,             0.99355,             0.95145,            0.005279,           0.0023959,           0.0026825,            0.003169,            0.003169,            0.003169
                 347,            0.012442,           0.0058726,           0.0094441,             0.98116,             0.98214,             0.99306,             0.94855,           0.0080114,            0.002661,           0.0026747,           0.0031492,           0.0031492,           0.0031492
                 348,            0.014168,           0.0056608,           0.0079942,             0.97875,             0.98214,             0.99306,              0.9398,           0.0065673,           0.0025532,           0.0028593,           0.0031294,           0.0031294,           0.0031294
                 349,            0.013863,           0.0061086,            0.011435,             0.97482,             0.98165,             0.99355,             0.95991,           0.0063131,           0.0024071,           0.0030456,           0.0031096,           0.0031096,           0.0031096
                 350,            0.014525,           0.0065737,            0.010084,             0.97085,             0.96581,             0.99355,             0.95864,           0.0064262,           0.0022574,           0.0035281,           0.0030898,           0.0030898,           0.0030898
                 351,            0.016079,           0.0060614,            0.015849,             0.97021,             0.97094,             0.99355,             0.95272,           0.0064569,           0.0021882,           0.0034243,             0.00307,             0.00307,             0.00307
                 352,            0.013592,           0.0067395,           0.0091615,             0.97113,             0.98358,             0.99406,             0.94096,           0.0075268,           0.0022778,           0.0030922,           0.0030502,           0.0030502,           0.0030502
                 353,            0.014406,           0.0062149,            0.011507,             0.96613,             0.98267,             0.99406,              0.9542,           0.0057642,           0.0021857,           0.0031767,           0.0030304,           0.0030304,           0.0030304
                 354,            0.011853,           0.0061042,            0.011095,             0.96863,             0.98426,             0.99406,             0.95864,           0.0055867,           0.0021977,           0.0030841,           0.0030106,           0.0030106,           0.0030106
                 355,            0.014228,           0.0057007,            0.010661,             0.97746,             0.98453,             0.99406,             0.95665,           0.0073904,           0.0022092,           0.0028875,           0.0029908,           0.0029908,           0.0029908
                 356,            0.013922,            0.006324,           0.0087391,             0.98083,             0.98476,             0.99406,             0.96872,           0.0051408,           0.0021183,           0.0028386,            0.002971,            0.002971,            0.002971
                 357,             0.01391,           0.0064927,            0.012356,             0.97754,             0.99694,             0.99453,             0.95068,           0.0074157,            0.002178,           0.0027544,           0.0029512,           0.0029512,           0.0029512
                 358,            0.013639,           0.0063079,           0.0088461,                   1,             0.97415,             0.99453,             0.95606,           0.0052321,           0.0021186,            0.002925,           0.0029314,           0.0029314,           0.0029314
                 359,            0.012381,           0.0066632,            0.010314,             0.96012,             0.97878,             0.99401,             0.96115,           0.0059685,           0.0021598,           0.0031851,           0.0029116,           0.0029116,           0.0029116
                 360,            0.013887,           0.0075812,           0.0094483,              0.9526,             0.97725,             0.99401,              0.9419,           0.0057285,           0.0021103,           0.0033593,           0.0028918,           0.0028918,           0.0028918
                 361,            0.014109,           0.0061339,           0.0089153,             0.95568,             0.97889,             0.99401,             0.95729,           0.0058957,           0.0021474,           0.0032518,            0.002872,            0.002872,            0.002872
                 362,             0.01246,           0.0068256,           0.0085788,             0.97311,             0.97125,             0.99401,              0.9525,           0.0048681,           0.0021104,           0.0029911,           0.0028522,           0.0028522,           0.0028522
                 363,            0.013691,           0.0061248,           0.0081935,             0.97656,             0.97437,             0.99401,             0.94271,           0.0071438,           0.0022443,           0.0028732,           0.0028324,           0.0028324,           0.0028324
                 364,            0.013158,           0.0072569,            0.011459,             0.98272,             0.98065,             0.99401,             0.93426,           0.0059435,           0.0023499,           0.0026999,           0.0028126,           0.0028126,           0.0028126
                 365,             0.01346,           0.0062955,           0.0077271,             0.96331,             0.99525,             0.99401,             0.92545,            0.008318,           0.0024881,           0.0025755,           0.0027928,           0.0027928,           0.0027928
                 366,            0.014377,           0.0071584,            0.012909,             0.99705,             0.96211,             0.99401,             0.93676,           0.0058237,           0.0024352,           0.0025236,            0.002773,            0.002773,            0.002773
                 367,            0.013653,           0.0068518,            0.013123,              0.9995,             0.96283,             0.99401,             0.92614,           0.0079406,           0.0026178,           0.0025093,           0.0027532,           0.0027532,           0.0027532
                 368,            0.012579,            0.006696,           0.0079465,             0.98139,             0.98214,             0.99355,             0.93037,           0.0055465,           0.0025765,           0.0026472,           0.0027334,           0.0027334,           0.0027334
                 369,            0.013483,           0.0060476,           0.0079785,             0.97404,             0.98214,             0.99401,             0.92368,           0.0068651,           0.0026501,           0.0029564,           0.0027136,           0.0027136,           0.0027136
                 370,             0.01344,           0.0065712,           0.0099119,             0.97298,             0.98214,             0.99401,               0.916,           0.0059431,           0.0025686,           0.0030308,           0.0026938,           0.0026938,           0.0026938
                 371,            0.013762,           0.0058259,           0.0099195,             0.97576,             0.98214,             0.99401,             0.93559,           0.0069837,           0.0024911,           0.0029093,            0.002674,            0.002674,            0.002674
                 372,            0.014259,           0.0057665,            0.014621,             0.97846,             0.98214,             0.99401,             0.95898,           0.0054954,            0.002276,           0.0027963,           0.0026542,           0.0026542,           0.0026542
                 373,              0.0123,           0.0061492,           0.0094976,             0.97899,             0.98214,             0.99401,             0.97448,           0.0066662,           0.0023227,           0.0027653,           0.0026344,           0.0026344,           0.0026344
                 374,            0.015908,           0.0071675,           0.0089236,             0.97945,             0.98214,             0.99401,             0.95611,           0.0049925,           0.0021125,           0.0027146,           0.0026146,           0.0026146,           0.0026146
                 375,            0.011566,           0.0060783,           0.0078606,               0.981,             0.98214,             0.99401,             0.96621,           0.0066328,           0.0020789,           0.0026366,           0.0025948,           0.0025948,           0.0025948
                 376,             0.01516,           0.0052909,           0.0097233,             0.98094,             0.98214,             0.99401,             0.96543,           0.0054267,           0.0020535,           0.0026201,            0.002575,            0.002575,            0.002575
                 377,            0.013661,           0.0055357,            0.007327,             0.97551,             0.98134,             0.99401,             0.96752,           0.0055707,           0.0019455,           0.0025098,           0.0025552,           0.0025552,           0.0025552
                 378,            0.012348,            0.006996,            0.010758,             0.96707,             0.99816,             0.99401,              0.9534,            0.006188,            0.002007,           0.0024767,           0.0025354,           0.0025354,           0.0025354
                 379,            0.011084,           0.0056096,            0.011181,             0.98265,             0.97977,             0.99401,             0.96558,           0.0048125,           0.0019338,           0.0025451,           0.0025156,           0.0025156,           0.0025156
                 380,            0.014187,           0.0063853,            0.010162,             0.98073,             0.97565,             0.99401,             0.97404,           0.0050255,           0.0019595,           0.0027046,           0.0024958,           0.0024958,           0.0024958
                 381,            0.014563,           0.0058628,           0.0090919,             0.98045,             0.97036,             0.99401,             0.93579,           0.0069414,           0.0021388,           0.0028873,            0.002476,            0.002476,            0.002476
                 382,            0.013926,           0.0058054,            0.006688,             0.97845,             0.96802,             0.99401,             0.97473,           0.0046635,           0.0019255,           0.0029947,           0.0024562,           0.0024562,           0.0024562
                 383,            0.012924,           0.0063895,           0.0099428,               0.977,             0.96298,             0.99401,             0.97588,           0.0056069,            0.002078,            0.003081,           0.0024364,           0.0024364,           0.0024364
                 384,             0.01262,           0.0060564,           0.0069688,             0.97762,             0.96517,             0.99401,             0.96394,           0.0062883,           0.0020634,           0.0030065,           0.0024166,           0.0024166,           0.0024166
                 385,            0.013172,           0.0058282,           0.0096738,             0.97769,             0.96441,             0.99401,             0.97428,           0.0047724,           0.0019663,           0.0030106,           0.0023968,           0.0023968,           0.0023968
                 386,            0.014767,           0.0060587,           0.0084359,              0.9796,             0.97107,             0.99401,             0.94611,           0.0063022,           0.0020502,            0.002768,            0.002377,            0.002377,            0.002377
                 387,            0.014445,           0.0065603,            0.010359,             0.97965,             0.97045,             0.99401,             0.96475,           0.0051224,           0.0019364,           0.0027799,           0.0023572,           0.0023572,           0.0023572
                 388,            0.012972,           0.0057548,            0.009593,             0.97971,             0.97116,             0.99401,             0.95171,           0.0071811,           0.0020578,           0.0027368,           0.0023374,           0.0023374,           0.0023374
                 389,            0.013557,           0.0063451,            0.008773,             0.97971,             0.97126,             0.99401,             0.97275,           0.0045174,           0.0020014,           0.0027237,           0.0023176,           0.0023176,           0.0023176
                 390,            0.013065,            0.006668,           0.0092171,             0.97985,             0.97158,             0.99401,              0.9409,           0.0068583,            0.002263,           0.0027313,           0.0022978,           0.0022978,           0.0022978
                 391,            0.012784,           0.0057824,           0.0078052,              0.9798,             0.97296,             0.99401,             0.97109,           0.0042961,           0.0022512,           0.0026942,            0.002278,            0.002278,            0.002278
                 392,            0.012796,           0.0063504,           0.0099841,              0.9798,             0.97402,             0.99401,               0.953,           0.0056025,           0.0023778,           0.0026194,           0.0022582,           0.0022582,           0.0022582
                 393,            0.013239,           0.0060238,           0.0085519,             0.97482,              0.9794,             0.99401,             0.96804,           0.0059011,           0.0023016,            0.002581,           0.0022384,           0.0022384,           0.0022384
                 394,            0.012438,           0.0064524,            0.010262,              0.9777,             0.98129,             0.99332,             0.96322,            0.004846,           0.0022508,           0.0024756,           0.0022186,           0.0022186,           0.0022186
                 395,            0.012607,           0.0059984,            0.010724,             0.98143,             0.98387,             0.99401,             0.95663,           0.0057077,           0.0022371,            0.002324,           0.0021988,           0.0021988,           0.0021988
                 396,            0.012571,            0.006491,           0.0080854,             0.97296,             0.98177,             0.99401,             0.96109,           0.0047858,           0.0021199,           0.0021825,            0.002179,            0.002179,            0.002179
                 397,               0.013,           0.0051897,            0.010558,             0.95803,             0.99777,             0.99401,             0.96192,           0.0044455,           0.0021403,           0.0021695,           0.0021592,           0.0021592,           0.0021592
                 398,             0.01074,           0.0051806,            0.013257,             0.97515,             0.98256,             0.99401,             0.95042,           0.0056476,           0.0021489,           0.0021787,           0.0021394,           0.0021394,           0.0021394
                 399,            0.013483,           0.0056168,            0.017065,             0.97872,             0.98387,             0.99401,             0.95424,           0.0043883,           0.0019695,            0.002207,           0.0021196,           0.0021196,           0.0021196
                 400,            0.010482,           0.0054632,            0.010505,             0.97481,             0.98387,             0.99401,             0.95887,           0.0052401,           0.0020369,           0.0021596,           0.0020998,           0.0020998,           0.0020998
                 401,            0.012688,           0.0059488,            0.006134,             0.95847,             0.99928,             0.99401,             0.95574,           0.0059736,           0.0020254,           0.0021495,             0.00208,             0.00208,             0.00208
                 402,            0.012648,           0.0060703,           0.0098026,             0.96349,                   1,             0.99401,             0.97382,           0.0043045,           0.0019304,           0.0021511,           0.0020602,           0.0020602,           0.0020602
                 403,            0.012751,           0.0065207,            0.010068,             0.99863,             0.97864,             0.99448,             0.95194,            0.006624,           0.0021007,           0.0023473,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013725,           0.0068282,            0.010539,             0.99896,              0.9798,             0.99448,             0.97206,           0.0041464,           0.0019304,           0.0023739,           0.0020206,           0.0020206,           0.0020206
                 405,            0.011255,            0.005171,            0.008782,             0.99232,             0.97837,             0.99448,             0.95363,           0.0056098,           0.0020133,             0.00226,           0.0020008,           0.0020008,           0.0020008
                 406,            0.012823,           0.0070611,           0.0077735,             0.98346,             0.98208,             0.99448,             0.95957,           0.0040805,           0.0018771,           0.0022286,            0.001981,            0.001981,            0.001981
                 407,            0.012032,           0.0058448,            0.011312,                   1,             0.99036,               0.995,             0.95969,           0.0056352,           0.0019016,           0.0022155,           0.0019612,           0.0019612,           0.0019612
                 408,            0.013284,           0.0059211,            0.010419,             0.97627,             0.99691,             0.99448,             0.98038,           0.0041846,           0.0018341,           0.0022144,           0.0019414,           0.0019414,           0.0019414
                 409,            0.013031,            0.006031,            0.010385,             0.97341,             0.99686,             0.99448,             0.95884,           0.0051083,           0.0018346,           0.0022437,           0.0019216,           0.0019216,           0.0019216
                 410,            0.011975,            0.004915,              0.0112,                   1,             0.97747,               0.995,             0.96892,           0.0045574,            0.001829,           0.0022349,           0.0019018,           0.0019018,           0.0019018
                 411,            0.010775,           0.0058926,           0.0046664,                   1,             0.97833,               0.995,             0.97629,           0.0046594,           0.0018809,           0.0022488,            0.001882,            0.001882,            0.001882
                 412,            0.012188,           0.0063333,           0.0093227,                   1,             0.98842,               0.995,             0.96399,           0.0051702,           0.0018608,           0.0021716,           0.0018622,           0.0018622,           0.0018622
                 413,           0.0097344,            0.005684,           0.0081637,             0.99962,              0.9948,               0.995,             0.96778,           0.0043255,           0.0019111,           0.0021553,           0.0018424,           0.0018424,           0.0018424
                 414,            0.012071,            0.006354,           0.0078745,                   1,             0.99773,               0.995,             0.97319,           0.0048024,           0.0019372,           0.0021268,           0.0018226,           0.0018226,           0.0018226
                 415,            0.011255,           0.0056102,            0.011297,             0.99779,             0.99753,               0.995,             0.97875,           0.0053692,           0.0018769,           0.0020973,           0.0018028,           0.0018028,           0.0018028
                 416,            0.010691,           0.0054131,           0.0062678,             0.99624,              0.9953,               0.995,             0.98199,           0.0044033,            0.001857,           0.0020542,            0.001783,            0.001783,            0.001783
                 417,            0.011073,            0.005858,           0.0097248,             0.99616,             0.98531,               0.995,             0.97717,           0.0045226,           0.0018411,           0.0020913,           0.0017632,           0.0017632,           0.0017632
                 418,            0.011454,           0.0053341,           0.0091316,             0.99028,             0.98394,               0.995,             0.97969,           0.0047673,           0.0019133,           0.0021457,           0.0017434,           0.0017434,           0.0017434
                 419,            0.011617,            0.005981,           0.0090972,             0.97277,             0.99165,               0.995,             0.97314,           0.0042122,           0.0018477,           0.0023123,           0.0017236,           0.0017236,           0.0017236
                 420,            0.012692,           0.0055443,            0.007931,             0.97253,              0.9833,               0.995,             0.97368,           0.0052365,           0.0018983,           0.0024699,           0.0017038,           0.0017038,           0.0017038
                 421,            0.010894,           0.0067038,            0.012734,              0.9364,             0.99715,               0.995,             0.97411,           0.0041024,           0.0018913,           0.0028915,            0.001684,            0.001684,            0.001684
                 422,            0.011419,           0.0063383,            0.011824,             0.93442,              0.9981,               0.995,             0.97414,           0.0047187,           0.0019479,           0.0029941,           0.0016642,           0.0016642,           0.0016642
                 423,            0.011123,           0.0057321,           0.0099223,             0.93158,             0.99784,               0.995,             0.97236,           0.0047573,            0.001995,           0.0032377,           0.0016444,           0.0016444,           0.0016444
                 424,            0.011658,           0.0055534,            0.011267,             0.93188,             0.99819,               0.995,             0.96509,           0.0042399,           0.0020347,           0.0031728,           0.0016246,           0.0016246,           0.0016246
                 425,             0.01047,           0.0051869,           0.0081314,              0.9324,             0.99869,               0.995,             0.97851,           0.0049484,           0.0020147,           0.0030988,           0.0016048,           0.0016048,           0.0016048
                 426,            0.010254,           0.0055726,           0.0070448,             0.93554,             0.99839,               0.995,             0.98393,           0.0038019,           0.0019057,           0.0028763,            0.001585,            0.001585,            0.001585
                 427,           0.0091658,           0.0056761,           0.0065329,             0.93704,             0.99808,               0.995,             0.97582,           0.0052108,           0.0019888,           0.0027305,           0.0015652,           0.0015652,           0.0015652
                 428,            0.012107,            0.006842,            0.011574,             0.97289,             0.95985,               0.995,             0.97312,           0.0037051,           0.0019184,           0.0027283,           0.0015454,           0.0015454,           0.0015454
                 429,            0.011743,           0.0062452,            0.011201,             0.97243,             0.98108,               0.995,             0.97606,           0.0050187,           0.0019875,           0.0025396,           0.0015256,           0.0015256,           0.0015256
                 430,            0.011558,           0.0057891,           0.0065873,             0.97235,              0.9882,               0.995,             0.97892,           0.0041989,           0.0019222,           0.0024092,           0.0015058,           0.0015058,           0.0015058
                 431,            0.011489,           0.0052344,           0.0084353,             0.97212,             0.99488,               0.995,             0.98091,            0.004527,            0.001904,           0.0022771,            0.001486,            0.001486,            0.001486
                 432,            0.010554,           0.0059004,           0.0082185,              0.9745,              0.9973,               0.995,             0.97514,           0.0040063,           0.0018553,           0.0021775,           0.0014662,           0.0014662,           0.0014662
                 433,             0.01325,           0.0057256,           0.0091517,             0.99062,             0.98468,               0.995,             0.97769,           0.0038766,           0.0018342,           0.0021067,           0.0014464,           0.0014464,           0.0014464
                 434,            0.009652,           0.0059653,           0.0084599,             0.99621,             0.98933,               0.995,             0.96947,           0.0038903,           0.0018169,            0.002035,           0.0014266,           0.0014266,           0.0014266
                 435,            0.010677,           0.0052476,            0.014509,             0.99626,             0.99468,               0.995,             0.97555,           0.0042207,           0.0017941,           0.0020488,           0.0014068,           0.0014068,           0.0014068
                 436,            0.010149,           0.0049079,           0.0097367,             0.99515,                   1,               0.995,             0.97491,           0.0042173,           0.0018166,           0.0021226,            0.001387,            0.001387,            0.001387
                 437,            0.011512,           0.0055988,            0.007282,             0.98879,                   1,               0.995,             0.97204,           0.0041025,           0.0017648,           0.0022333,           0.0013672,           0.0013672,           0.0013672
                 438,             0.01144,           0.0059192,           0.0075733,             0.98378,             0.99754,               0.995,             0.97067,           0.0042296,           0.0017985,           0.0023391,           0.0013474,           0.0013474,           0.0013474
                 439,            0.010466,           0.0059351,           0.0071791,             0.98066,             0.99589,               0.995,             0.97528,           0.0041922,           0.0018033,            0.002415,           0.0013276,           0.0013276,           0.0013276
                 440,           0.0096526,           0.0049502,           0.0054311,             0.97634,             0.99499,               0.995,             0.97549,           0.0043001,            0.001837,           0.0025273,           0.0013078,           0.0013078,           0.0013078
                 441,            0.010486,           0.0060677,           0.0067033,             0.97075,             0.99304,               0.995,             0.97048,           0.0039907,           0.0017886,           0.0027174,            0.001288,            0.001288,            0.001288
                 442,            0.010137,           0.0052627,            0.006063,             0.98768,             0.97216,               0.995,             0.97148,           0.0038165,           0.0017995,             0.00288,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011316,           0.0048855,           0.0058721,             0.97234,               0.992,               0.995,              0.9623,           0.0044597,           0.0018184,           0.0027327,           0.0012484,           0.0012484,           0.0012484
                 444,           0.0091378,           0.0050493,           0.0058243,              0.9848,             0.99725,               0.995,             0.97595,           0.0038607,           0.0018103,           0.0024419,           0.0012286,           0.0012286,           0.0012286
                 445,            0.008282,            0.005658,           0.0048995,             0.99304,                   1,               0.995,              0.9727,           0.0046774,           0.0018511,           0.0022201,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012861,           0.0052807,            0.010184,             0.99673,                   1,               0.995,             0.97218,           0.0037534,           0.0017875,           0.0020681,            0.001189,            0.001189,            0.001189
                 447,             0.01089,           0.0052536,           0.0089969,             0.99727,             0.99878,               0.995,             0.97774,           0.0037016,           0.0017803,           0.0019746,           0.0011692,           0.0011692,           0.0011692
                 448,            0.010791,           0.0056005,             0.00705,             0.99653,             0.99319,               0.995,             0.97926,            0.003838,            0.001803,           0.0018742,           0.0011494,           0.0011494,           0.0011494
                 449,           0.0095047,           0.0049212,           0.0085107,             0.99624,             0.98763,               0.995,             0.98109,           0.0041357,           0.0018164,           0.0018097,           0.0011296,           0.0011296,           0.0011296
                 450,            0.011291,           0.0055547,           0.0098236,             0.99471,             0.98397,               0.995,              0.9811,           0.0035778,           0.0017704,           0.0018183,           0.0011098,           0.0011098,           0.0011098
                 451,            0.010568,           0.0059309,           0.0058516,              0.9751,             0.99845,               0.995,              0.9815,            0.004575,           0.0018332,           0.0018724,             0.00109,             0.00109,             0.00109
                 452,            0.012556,           0.0057657,           0.0066918,             0.97173,             0.99846,               0.995,             0.98416,           0.0036694,           0.0017972,           0.0019777,           0.0010702,           0.0010702,           0.0010702
                 453,            0.010563,           0.0057011,           0.0064408,              0.9709,             0.99534,               0.995,             0.98081,           0.0042087,           0.0018559,           0.0021501,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0094229,            0.004964,           0.0065224,             0.97091,             0.99438,               0.995,             0.98035,           0.0039506,           0.0018164,           0.0022315,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010102,           0.0056338,           0.0060415,             0.97101,             0.99211,               0.995,             0.97799,           0.0041084,           0.0018807,           0.0023766,           0.0010108,           0.0010108,           0.0010108
                 456,            0.012305,           0.0057123,           0.0073211,             0.97114,             0.98898,               0.995,             0.98356,           0.0037645,           0.0018462,           0.0025785,            0.000991,            0.000991,            0.000991
                 457,            0.010407,           0.0060627,           0.0059624,             0.97129,             0.98594,               0.995,             0.98108,           0.0038675,           0.0019002,           0.0027779,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0095414,           0.0056408,            0.010631,             0.97129,             0.98565,               0.995,             0.98373,           0.0038578,           0.0018796,           0.0028151,           0.0009514,           0.0009514,           0.0009514
                 459,            0.010946,           0.0050368,           0.0053504,             0.97124,             0.98672,               0.995,             0.97868,           0.0037692,           0.0018756,           0.0027594,           0.0009316,           0.0009316,           0.0009316
