               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 145,            0.021985,           0.0070454,            0.016257,             0.90535,             0.98214,             0.98282,             0.80492,            0.013988,           0.0034549,           0.0057502,           0.0071488,           0.0071488,           0.0071488
                 146,            0.023194,           0.0076308,            0.014895,             0.88155,             0.93612,             0.98175,             0.83957,            0.013695,           0.0034736,            0.007428,            0.007129,            0.007129,            0.007129
                 147,            0.023681,           0.0086865,            0.015152,             0.72126,             0.91929,             0.97757,             0.77719,            0.012741,           0.0038721,            0.008237,           0.0071092,           0.0071092,           0.0071092
                 148,            0.023935,           0.0092242,            0.020388,             0.89274,             0.98214,             0.98383,             0.87002,           0.0098269,           0.0037666,           0.0063944,           0.0070894,           0.0070894,           0.0070894
                 149,            0.024194,           0.0091206,            0.014775,             0.91206,             0.98214,             0.98315,             0.79541,            0.016141,           0.0037193,           0.0056271,           0.0070696,           0.0070696,           0.0070696
                 150,            0.025571,            0.008025,            0.018691,             0.95863,             0.97847,             0.98053,              0.8875,            0.010151,           0.0035327,           0.0053348,           0.0070498,           0.0070498,           0.0070498
                 151,            0.020197,            0.010698,            0.015819,             0.94458,             0.96601,             0.98167,             0.79168,            0.013959,           0.0043057,           0.0058215,             0.00703,             0.00703,             0.00703
                 152,            0.028181,            0.009688,            0.014857,             0.93348,             0.96133,             0.97678,             0.84472,            0.013083,           0.0035202,           0.0063858,           0.0070102,           0.0070102,           0.0070102
                 153,            0.019389,           0.0087501,              0.0209,             0.96561,             0.95767,             0.98001,             0.90049,              0.0101,           0.0036511,           0.0051881,           0.0069904,           0.0069904,           0.0069904
                 154,             0.02484,           0.0094334,            0.017504,             0.96279,              0.9499,             0.97991,             0.83198,            0.016594,           0.0036847,           0.0051771,           0.0069706,           0.0069706,           0.0069706
                 155,            0.025025,            0.008711,            0.016258,              0.9181,             0.97392,                0.98,             0.83185,            0.012521,           0.0036354,           0.0055716,           0.0069508,           0.0069508,           0.0069508
                 156,            0.018886,           0.0086883,            0.015694,              0.9493,             0.96752,             0.98164,             0.79674,            0.013351,           0.0038115,           0.0052153,            0.006931,            0.006931,            0.006931
                 157,            0.023737,           0.0088837,            0.021835,             0.94281,             0.96601,             0.98093,              0.8543,           0.0092348,           0.0034036,           0.0055083,           0.0069112,           0.0069112,           0.0069112
                 158,            0.021869,           0.0088103,            0.019184,             0.96319,              0.9737,             0.98182,              0.8187,            0.014328,            0.003979,           0.0045541,           0.0068914,           0.0068914,           0.0068914
                 159,            0.024985,           0.0096757,            0.015008,             0.96332,             0.97622,             0.98476,             0.82979,            0.010235,           0.0040892,           0.0044341,           0.0068716,           0.0068716,           0.0068716
                 160,            0.021248,           0.0092605,             0.01677,             0.96345,             0.97508,             0.98476,              0.7071,            0.012892,           0.0033278,           0.0044022,           0.0068518,           0.0068518,           0.0068518
                 161,             0.02394,           0.0080271,            0.016696,             0.96117,             0.96784,             0.98667,             0.83567,            0.014418,           0.0030392,           0.0045867,            0.006832,            0.006832,            0.006832
                 162,            0.023094,           0.0089791,            0.015289,             0.96304,             0.97854,             0.98524,              0.8258,            0.013148,           0.0034471,           0.0043565,           0.0068122,           0.0068122,           0.0068122
                 163,              0.0254,           0.0081391,            0.019877,             0.96409,             0.98093,              0.9858,              0.8553,            0.010108,            0.003223,           0.0043288,           0.0067924,           0.0067924,           0.0067924
                 164,            0.019906,            0.007614,            0.019151,             0.96212,             0.96945,             0.98934,             0.88764,            0.010676,           0.0030856,           0.0043918,           0.0067726,           0.0067726,           0.0067726
                 165,            0.021309,           0.0083556,             0.01685,             0.92703,             0.96676,             0.98874,             0.72601,            0.016805,             0.00325,           0.0047839,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026048,           0.0091202,            0.017378,             0.96308,             0.97687,             0.98783,               0.855,            0.010984,            0.003348,           0.0043233,            0.006733,            0.006733,            0.006733
                 167,             0.01932,            0.007652,            0.015614,             0.90312,             0.97217,             0.98448,             0.83226,            0.011818,           0.0033762,           0.0057025,           0.0067132,           0.0067132,           0.0067132
                 168,            0.024599,           0.0083412,            0.018014,             0.90095,             0.95844,             0.98179,             0.76009,            0.016294,           0.0033482,           0.0064364,           0.0066934,           0.0066934,           0.0066934
                 169,            0.020349,           0.0083191,             0.01621,             0.87926,             0.94263,             0.97572,             0.83499,            0.013552,           0.0036033,             0.00769,           0.0066736,           0.0066736,           0.0066736
                 170,              0.0243,           0.0097657,            0.018825,             0.88674,             0.96429,              0.9812,             0.83094,            0.011306,           0.0034583,           0.0067743,           0.0066538,           0.0066538,           0.0066538
                 171,            0.021092,           0.0070464,            0.014074,             0.96478,             0.93768,             0.98845,             0.72808,            0.013634,           0.0034567,           0.0050146,            0.006634,            0.006634,            0.006634
                 172,            0.021735,           0.0089723,             0.01481,             0.94329,             0.93518,             0.98502,             0.84958,             0.01227,           0.0034014,           0.0053631,           0.0066142,           0.0066142,           0.0066142
                 173,            0.026835,           0.0088333,             0.01475,             0.88893,             0.96429,             0.98341,             0.85283,           0.0094619,           0.0031593,           0.0061958,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021861,           0.0083854,             0.01597,             0.90095,             0.95537,             0.98069,             0.75352,            0.014581,           0.0032415,           0.0067127,           0.0065746,           0.0065746,           0.0065746
                 175,            0.032417,           0.0079944,            0.015519,             0.94952,             0.96429,             0.98379,             0.82551,            0.015803,           0.0031579,           0.0053777,           0.0065548,           0.0065548,           0.0065548
                 176,            0.025203,           0.0080347,            0.018019,             0.89481,             0.96429,             0.97924,             0.85361,            0.012425,            0.003223,           0.0064028,            0.006535,            0.006535,            0.006535
                 177,            0.027353,           0.0080995,            0.012727,             0.87539,             0.96429,             0.97857,             0.83105,            0.012152,           0.0033036,           0.0073104,           0.0065152,           0.0065152,           0.0065152
                 178,            0.025686,           0.0074011,            0.014617,             0.83637,             0.96429,             0.97769,             0.72101,            0.019933,           0.0034474,           0.0074687,           0.0064954,           0.0064954,           0.0064954
                 179,            0.027089,           0.0087008,            0.014857,             0.88041,             0.92147,             0.97898,             0.85787,            0.010321,           0.0032927,           0.0081921,           0.0064756,           0.0064756,           0.0064756
                 180,            0.024458,           0.0083849,            0.015794,             0.86896,             0.87922,             0.97353,              0.7008,            0.017524,           0.0033851,            0.010055,           0.0064558,           0.0064558,           0.0064558
                 181,            0.022991,           0.0080785,            0.015685,             0.78102,             0.90983,             0.97485,             0.85144,           0.0086151,           0.0031779,            0.013429,            0.006436,            0.006436,            0.006436
                 182,            0.020573,           0.0070286,            0.019802,             0.78572,             0.90635,             0.97654,             0.84649,           0.0098477,           0.0032163,            0.012888,           0.0064162,           0.0064162,           0.0064162
                 183,            0.021017,           0.0075654,            0.014115,             0.77696,             0.96872,             0.98118,             0.79117,            0.014327,           0.0033872,            0.010193,           0.0063964,           0.0063964,           0.0063964
                 184,            0.027473,           0.0074675,            0.016193,             0.87667,             0.89617,             0.97869,             0.77283,             0.01153,           0.0031911,           0.0086392,           0.0063766,           0.0063766,           0.0063766
                 185,            0.022773,           0.0071015,            0.018857,             0.86265,             0.97131,             0.97961,             0.85372,            0.011642,           0.0031186,            0.007014,           0.0063568,           0.0063568,           0.0063568
                 186,            0.020509,           0.0079215,            0.015473,             0.93557,             0.95968,             0.98195,             0.84693,            0.009862,            0.003065,           0.0058933,            0.006337,            0.006337,            0.006337
                 187,            0.021121,           0.0091288,            0.014604,             0.94427,             0.96231,             0.98602,             0.87373,             0.01002,           0.0030802,           0.0059038,           0.0063172,           0.0063172,           0.0063172
                 188,            0.019714,           0.0078715,            0.013867,             0.94496,             0.96601,             0.98472,             0.80933,            0.013986,           0.0031016,           0.0057005,           0.0062974,           0.0062974,           0.0062974
                 189,            0.023337,           0.0080439,            0.014367,             0.94483,             0.96483,             0.98463,             0.84066,            0.010938,           0.0030039,           0.0057641,           0.0062776,           0.0062776,           0.0062776
                 190,            0.020323,            0.008246,            0.015444,             0.94168,             0.96254,             0.98463,             0.85461,            0.013426,           0.0032001,           0.0059202,           0.0062578,           0.0062578,           0.0062578
                 191,            0.023681,           0.0080914,            0.016122,             0.90614,              0.9632,             0.98769,             0.79698,            0.010373,           0.0030522,           0.0069761,            0.006238,            0.006238,            0.006238
                 192,            0.018763,            0.007368,            0.015008,             0.90751,             0.96792,             0.98762,             0.92656,           0.0099335,            0.003157,           0.0075949,           0.0062182,           0.0062182,           0.0062182
                 193,            0.026634,           0.0077639,            0.015125,              0.8098,             0.96774,             0.98713,             0.67757,             0.01554,           0.0032877,           0.0099547,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023225,           0.0085559,            0.015742,             0.81283,             0.96774,             0.98977,             0.81057,            0.009801,           0.0032054,           0.0095867,           0.0061786,           0.0061786,           0.0061786
                 195,            0.022694,           0.0086694,            0.014838,             0.82416,             0.96474,             0.98493,             0.87136,            0.010511,           0.0029995,           0.0091204,           0.0061588,           0.0061588,           0.0061588
                 196,            0.022179,           0.0071379,            0.013018,             0.93524,             0.98449,             0.98571,             0.64007,            0.017276,           0.0031069,           0.0053164,            0.006139,            0.006139,            0.006139
                 197,            0.026821,           0.0080414,             0.01601,             0.94236,             0.97341,             0.98529,             0.86935,            0.009938,           0.0028053,           0.0048182,           0.0061192,           0.0061192,           0.0061192
                 198,            0.019569,           0.0084468,            0.013236,             0.95709,              0.9596,             0.98477,               0.882,             0.01134,           0.0029103,           0.0047992,           0.0060994,           0.0060994,           0.0060994
                 199,            0.022594,           0.0076909,            0.016872,             0.96629,             0.97557,             0.98701,             0.77408,               0.011,           0.0028423,           0.0048342,           0.0060796,           0.0060796,           0.0060796
                 200,            0.021327,           0.0072608,            0.015726,             0.96069,              0.9722,             0.98975,             0.89872,           0.0092907,           0.0028603,           0.0046267,           0.0060598,           0.0060598,           0.0060598
                 201,             0.01817,            0.007845,            0.024929,             0.95082,             0.99459,             0.99353,             0.77575,            0.012691,           0.0029892,           0.0047386,             0.00604,             0.00604,             0.00604
                 202,            0.020464,           0.0078142,            0.015613,             0.95033,             0.98301,             0.99228,             0.90019,           0.0085143,           0.0027202,           0.0058052,           0.0060202,           0.0060202,           0.0060202
                 203,            0.018314,           0.0082311,            0.015379,             0.77066,              0.9725,             0.98429,             0.76201,            0.012829,           0.0030081,            0.012009,           0.0060004,           0.0060004,           0.0060004
                 204,            0.023189,           0.0089841,             0.01593,             0.77148,             0.93002,             0.97867,             0.90142,           0.0086027,           0.0028384,            0.017608,           0.0059806,           0.0059806,           0.0059806
                 205,            0.024131,           0.0076401,             0.01796,             0.74878,             0.86728,             0.97352,              0.8188,            0.010175,           0.0028601,            0.022641,           0.0059608,           0.0059608,           0.0059608
                 206,            0.018342,           0.0082321,            0.015054,             0.76425,             0.88673,             0.97676,             0.82957,            0.013401,           0.0029408,            0.020727,            0.005941,            0.005941,            0.005941
                 207,            0.025387,           0.0082741,            0.013708,             0.75802,             0.90573,             0.97795,             0.85114,           0.0085924,           0.0027451,            0.020275,           0.0059212,           0.0059212,           0.0059212
                 208,            0.016313,           0.0068915,            0.013157,             0.89075,             0.91301,             0.98736,             0.83086,            0.012778,           0.0028229,           0.0084884,           0.0059014,           0.0059014,           0.0059014
                 209,            0.019469,           0.0083179,            0.012523,             0.91386,             0.97275,             0.99047,             0.84325,           0.0095749,           0.0028699,           0.0052117,           0.0058816,           0.0058816,           0.0058816
                 210,             0.02024,           0.0073447,            0.016414,             0.97575,             0.94487,             0.99219,             0.88689,           0.0098055,           0.0027654,            0.004302,           0.0058618,           0.0058618,           0.0058618
                 211,            0.019351,           0.0077928,            0.012765,             0.97482,             0.96761,             0.99095,             0.88365,           0.0079707,           0.0027796,           0.0042005,            0.005842,            0.005842,            0.005842
                 212,            0.021509,           0.0077222,            0.014475,             0.96321,             0.97059,             0.99059,             0.78889,             0.01095,           0.0028833,           0.0043085,           0.0058222,           0.0058222,           0.0058222
                 213,            0.017274,           0.0078601,             0.01411,             0.96082,             0.97447,             0.98863,             0.82857,            0.013609,           0.0028988,           0.0045416,           0.0058024,           0.0058024,           0.0058024
                 214,            0.022273,           0.0073278,            0.012058,             0.94431,             0.96601,             0.98817,             0.85783,           0.0085948,           0.0027071,           0.0044453,           0.0057826,           0.0057826,           0.0057826
                 215,            0.017373,           0.0078995,            0.013332,             0.94317,             0.96601,             0.98644,             0.85789,            0.010065,           0.0028238,           0.0045565,           0.0057628,           0.0057628,           0.0057628
                 216,            0.023835,           0.0076794,            0.013096,             0.93912,             0.96576,             0.98725,             0.82515,             0.01158,           0.0027982,           0.0047463,            0.005743,            0.005743,            0.005743
                 217,            0.016207,           0.0075721,            0.014112,             0.94264,             0.96506,             0.98765,             0.90226,           0.0095589,           0.0028148,           0.0047737,           0.0057232,           0.0057232,           0.0057232
                 218,            0.019176,            0.007708,            0.015777,             0.96434,             0.94895,             0.98981,             0.86766,            0.010284,           0.0027931,           0.0047283,           0.0057034,           0.0057034,           0.0057034
                 219,            0.017751,           0.0075795,            0.014466,             0.94197,             0.96386,             0.99036,             0.71379,            0.014396,           0.0032144,           0.0052434,           0.0056836,           0.0056836,           0.0056836
                 220,            0.021277,           0.0082882,            0.015445,             0.93501,             0.97799,             0.98981,             0.88561,           0.0071152,           0.0031361,            0.005166,           0.0056638,           0.0056638,           0.0056638
                 221,            0.018188,           0.0086117,            0.012138,             0.93781,             0.95769,             0.98935,              0.7621,            0.012553,           0.0031091,           0.0052935,            0.005644,            0.005644,            0.005644
                 222,             0.02195,           0.0081398,            0.012658,             0.94549,             0.96443,             0.99004,             0.88228,            0.010589,           0.0027935,           0.0053966,           0.0056242,           0.0056242,           0.0056242
                 223,            0.016629,           0.0077168,            0.011925,             0.94443,             0.96509,             0.98611,             0.76187,             0.01194,           0.0031279,           0.0053677,           0.0056044,           0.0056044,           0.0056044
                 224,            0.022321,           0.0077809,            0.011226,             0.92458,             0.96216,             0.98736,             0.91585,            0.010208,           0.0027688,           0.0058149,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020109,           0.0073006,             0.01605,             0.97035,             0.93066,             0.98882,             0.86729,           0.0091877,           0.0028846,            0.005266,           0.0055648,           0.0055648,           0.0055648
                 226,            0.018814,           0.0081523,            0.015316,             0.90694,             0.99361,             0.98933,             0.86189,            0.012511,           0.0028525,             0.00505,            0.005545,            0.005545,            0.005545
                 227,             0.02123,           0.0077474,            0.014012,             0.91767,             0.97318,             0.98933,             0.87314,           0.0083181,           0.0028957,           0.0050861,           0.0055252,           0.0055252,           0.0055252
                 228,            0.019584,           0.0077321,            0.014905,             0.91765,             0.97422,             0.98856,             0.91849,           0.0093633,           0.0029093,           0.0050169,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020111,           0.0079506,            0.011868,             0.96497,             0.91244,             0.98817,             0.78584,            0.011302,           0.0028849,           0.0051774,           0.0054856,           0.0054856,           0.0054856
                 230,            0.017754,           0.0062083,            0.014756,             0.90078,             0.98214,             0.98756,             0.91229,            0.010668,           0.0028846,           0.0053177,           0.0054658,           0.0054658,           0.0054658
                 231,            0.018244,           0.0081777,             0.01628,             0.90114,             0.98214,             0.98817,             0.88555,           0.0087944,           0.0028316,           0.0051553,            0.005446,            0.005446,            0.005446
                 232,            0.019697,           0.0070966,            0.015158,               0.902,             0.98214,             0.98726,             0.91725,           0.0072055,           0.0026429,           0.0052311,           0.0054262,           0.0054262,           0.0054262
                 233,            0.014779,           0.0068625,            0.018666,              0.9524,             0.96601,             0.98833,             0.89445,           0.0093471,           0.0028314,           0.0047469,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019279,           0.0079238,            0.011914,             0.93847,             0.93993,             0.98751,             0.87267,            0.010822,           0.0028374,           0.0065333,           0.0053866,           0.0053866,           0.0053866
                 235,            0.019036,           0.0075988,            0.018847,             0.93696,             0.93744,             0.98667,             0.89108,           0.0082484,            0.002758,           0.0068336,           0.0053668,           0.0053668,           0.0053668
                 236,            0.018632,           0.0071539,            0.012292,             0.93512,             0.94124,             0.98547,             0.88603,            0.010327,           0.0027045,           0.0064994,            0.005347,            0.005347,            0.005347
                 237,            0.020314,           0.0083856,            0.015999,             0.93505,             0.95176,             0.98526,             0.90884,            0.008753,           0.0026504,           0.0054281,           0.0053272,           0.0053272,           0.0053272
                 238,            0.015355,           0.0078018,            0.011141,             0.95096,             0.95864,             0.98658,              0.8962,           0.0087738,           0.0029433,           0.0050521,           0.0053074,           0.0053074,           0.0053074
                 239,            0.020203,           0.0076008,            0.014513,             0.96459,             0.96171,             0.98632,             0.91846,            0.010706,           0.0027407,           0.0050891,           0.0052876,           0.0052876,           0.0052876
                 240,            0.018264,           0.0074452,             0.01806,             0.93942,             0.95363,              0.9842,             0.91092,           0.0083353,           0.0027417,           0.0054954,           0.0052678,           0.0052678,           0.0052678
                 241,             0.01822,           0.0072854,            0.016126,             0.89088,             0.97203,             0.98385,             0.93006,           0.0080213,           0.0025978,           0.0063414,            0.005248,            0.005248,            0.005248
                 242,            0.014581,           0.0066249,            0.013119,             0.91454,             0.91935,              0.9857,             0.85442,           0.0090125,           0.0026532,           0.0086991,           0.0052282,           0.0052282,           0.0052282
                 243,            0.017656,           0.0075882,            0.010787,             0.86991,             0.90358,             0.98445,             0.87847,             0.01233,           0.0027161,               0.012,           0.0052084,           0.0052084,           0.0052084
                 244,            0.015512,           0.0073632,            0.013267,             0.86952,             0.90189,             0.98499,             0.87497,           0.0096298,           0.0027307,            0.011439,           0.0051886,           0.0051886,           0.0051886
                 245,            0.018122,           0.0072991,            0.013274,             0.89129,             0.91579,             0.98734,             0.89719,            0.010006,           0.0026119,           0.0093049,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019835,           0.0072581,            0.012514,             0.87231,             0.96485,             0.98924,               0.788,            0.012558,           0.0028403,           0.0074875,            0.005149,            0.005149,            0.005149
                 247,            0.020646,           0.0075459,            0.015286,             0.93265,             0.93376,             0.98972,             0.90417,           0.0076287,           0.0026855,           0.0062565,           0.0051292,           0.0051292,           0.0051292
                 248,            0.017281,           0.0069339,            0.011823,             0.91533,             0.98185,             0.98945,             0.82974,            0.012068,           0.0027738,           0.0051371,           0.0051094,           0.0051094,           0.0051094
                 249,            0.020297,           0.0079582,            0.011215,             0.98917,              0.9129,             0.98945,             0.91984,           0.0079166,            0.002646,           0.0046983,           0.0050896,           0.0050896,           0.0050896
                 250,            0.018506,           0.0071155,            0.011032,             0.97711,             0.93549,             0.98883,              0.8506,           0.0097301,            0.002658,           0.0044309,           0.0050698,           0.0050698,           0.0050698
                 251,            0.016468,           0.0075313,            0.017719,             0.97821,             0.93532,             0.98945,             0.91754,           0.0076212,           0.0026365,           0.0042984,             0.00505,             0.00505,             0.00505
                 252,            0.017913,           0.0075925,            0.015261,             0.97848,             0.93772,             0.99035,               0.888,           0.0087196,           0.0026856,           0.0042182,           0.0050302,           0.0050302,           0.0050302
                 253,            0.021171,           0.0079064,             0.01711,              0.9757,             0.95149,             0.99147,             0.90332,           0.0095644,           0.0025418,           0.0042797,           0.0050104,           0.0050104,           0.0050104
                 254,            0.017392,           0.0069745,            0.014765,             0.97635,             0.95721,             0.99147,              0.9117,           0.0066997,           0.0025811,           0.0042453,           0.0049906,           0.0049906,           0.0049906
                 255,            0.016684,           0.0075619,            0.011289,             0.98385,             0.97978,             0.99219,             0.85797,            0.010361,           0.0027235,           0.0041104,           0.0049708,           0.0049708,           0.0049708
                 256,            0.021938,           0.0077836,            0.013459,             0.97817,             0.96386,             0.99214,             0.93703,           0.0062322,           0.0024937,           0.0039793,            0.004951,            0.004951,            0.004951
                 257,             0.01478,           0.0064283,            0.012824,             0.97284,             0.97694,             0.99261,             0.84803,            0.012563,           0.0026739,             0.00393,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019985,           0.0066189,            0.011685,             0.97093,             0.96783,             0.99214,             0.88479,           0.0074221,           0.0025469,           0.0038993,           0.0049114,           0.0049114,           0.0049114
                 259,            0.017139,            0.007163,            0.014447,             0.99471,             0.92854,             0.99214,             0.89986,           0.0096002,           0.0025582,           0.0040764,           0.0048916,           0.0048916,           0.0048916
                 260,            0.017941,           0.0080166,            0.011658,             0.95428,             0.93376,             0.99076,             0.92018,           0.0080819,           0.0025093,           0.0046141,           0.0048718,           0.0048718,           0.0048718
                 261,            0.019497,           0.0080305,            0.013796,             0.99676,             0.92877,             0.99172,             0.88651,           0.0070196,           0.0025114,           0.0042603,            0.004852,            0.004852,            0.004852
                 262,            0.016019,           0.0067346,            0.014509,             0.97138,             0.98164,             0.99219,             0.90476,            0.010098,           0.0026209,           0.0037819,           0.0048322,           0.0048322,           0.0048322
                 263,            0.016745,           0.0067697,            0.014193,             0.97786,             0.98214,             0.99214,             0.86768,           0.0095145,           0.0026323,           0.0038379,           0.0048124,           0.0048124,           0.0048124
                 264,            0.018167,           0.0070972,            0.014371,             0.97559,             0.98214,             0.99214,             0.90093,           0.0080704,           0.0026414,           0.0040193,           0.0047926,           0.0047926,           0.0047926
                 265,            0.014601,           0.0071623,            0.014688,             0.97408,             0.98214,             0.99172,             0.85712,            0.010504,           0.0026672,           0.0038389,           0.0047728,           0.0047728,           0.0047728
                 266,            0.019242,           0.0081397,            0.012054,             0.95405,             0.97525,             0.99172,             0.90379,           0.0070321,           0.0025668,           0.0039725,            0.004753,            0.004753,            0.004753
                 267,            0.017907,           0.0074899,            0.012519,             0.95581,             0.98214,             0.99172,             0.82878,            0.010619,           0.0025736,           0.0039418,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018113,           0.0076797,            0.010502,             0.97807,             0.93171,             0.99132,             0.90697,           0.0070146,            0.002568,           0.0043693,           0.0047134,           0.0047134,           0.0047134
                 269,            0.017408,           0.0077071,            0.012987,             0.93524,             0.94961,             0.99214,             0.90034,           0.0076729,           0.0024781,           0.0049916,           0.0046936,           0.0046936,           0.0046936
                 270,             0.01602,           0.0062407,           0.0096782,             0.92654,             0.95161,             0.99214,             0.87848,           0.0096876,           0.0026062,           0.0050243,           0.0046738,           0.0046738,           0.0046738
                 271,            0.018157,           0.0070815,            0.015406,             0.86446,             0.95161,             0.99143,              0.9327,           0.0061952,           0.0023471,           0.0068771,            0.004654,            0.004654,            0.004654
                 272,            0.013303,           0.0065515,            0.013752,             0.92541,             0.95222,             0.99143,             0.92137,           0.0093443,           0.0025664,           0.0054228,           0.0046342,           0.0046342,           0.0046342
                 273,            0.017197,           0.0065833,            0.013436,             0.93188,             0.99866,             0.99214,             0.89292,           0.0082254,           0.0028248,            0.004349,           0.0046144,           0.0046144,           0.0046144
                 274,            0.015366,           0.0072259,            0.013371,             0.96436,             0.98214,             0.99167,             0.91875,           0.0076044,           0.0025661,           0.0039734,           0.0045946,           0.0045946,           0.0045946
                 275,            0.017946,           0.0086895,            0.012549,              0.9691,             0.98214,             0.99167,             0.92638,           0.0068609,            0.002313,           0.0040124,           0.0045748,           0.0045748,           0.0045748
                 276,            0.015699,           0.0062577,            0.012366,             0.96353,             0.98214,             0.99167,             0.89072,           0.0085049,           0.0024239,            0.004019,            0.004555,            0.004555,            0.004555
                 277,            0.017295,           0.0067207,            0.012158,             0.97465,             0.98214,             0.99261,             0.93118,           0.0054254,           0.0021924,           0.0037837,           0.0045352,           0.0045352,           0.0045352
                 278,            0.014492,           0.0072022,            0.010672,             0.97859,             0.98214,             0.99306,             0.88253,            0.009413,           0.0024267,           0.0036322,           0.0045154,           0.0045154,           0.0045154
                 279,            0.017693,           0.0067946,           0.0092023,             0.96721,             0.97936,             0.99306,             0.92693,           0.0060393,           0.0022213,            0.003555,           0.0044956,           0.0044956,           0.0044956
                 280,            0.017147,           0.0074132,            0.015564,             0.95085,                   1,             0.99355,             0.88172,            0.007957,            0.002478,           0.0034686,           0.0044758,           0.0044758,           0.0044758
                 281,            0.016486,           0.0067092,            0.010469,             0.94427,                   1,             0.99306,             0.93169,           0.0064678,           0.0024318,           0.0034346,            0.004456,            0.004456,            0.004456
                 282,            0.017417,           0.0082592,            0.012393,             0.94002,                   1,             0.99355,             0.86668,           0.0094073,           0.0025759,           0.0034748,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018083,           0.0076448,            0.015828,             0.96445,             0.99853,             0.99355,             0.92068,           0.0061391,           0.0025352,           0.0034031,           0.0044164,           0.0044164,           0.0044164
                 284,            0.013718,           0.0068235,            0.013605,             0.97956,             0.98214,             0.99355,             0.86793,           0.0096232,            0.002797,           0.0035064,           0.0043966,           0.0043966,           0.0043966
                 285,            0.017885,           0.0075763,            0.012815,             0.97196,             0.97814,             0.99355,             0.90841,           0.0061267,           0.0024405,           0.0036435,           0.0043768,           0.0043768,           0.0043768
                 286,            0.014579,           0.0073921,            0.011105,             0.96229,             0.97586,             0.99401,             0.89085,           0.0091609,           0.0025508,           0.0038239,            0.004357,            0.004357,            0.004357
                 287,            0.016137,           0.0069094,            0.011036,             0.97194,             0.97136,             0.99401,             0.86871,           0.0073926,           0.0023646,           0.0038576,           0.0043372,           0.0043372,           0.0043372
                 288,            0.013328,           0.0065248,            0.016002,             0.97957,             0.97926,             0.99401,             0.91741,           0.0075441,           0.0024085,           0.0035085,           0.0043174,           0.0043174,           0.0043174
                 289,            0.016994,           0.0074015,           0.0098719,              0.9808,             0.98214,             0.99401,             0.90763,           0.0067228,           0.0023878,           0.0033963,           0.0042976,           0.0042976,           0.0042976
                 290,            0.015729,           0.0072053,            0.011933,             0.98013,             0.97897,             0.99401,             0.93191,           0.0050865,           0.0022873,           0.0035121,           0.0042778,           0.0042778,           0.0042778
                 291,            0.016392,           0.0068697,             0.01366,             0.98045,             0.98214,             0.99401,             0.89265,            0.010169,           0.0027794,            0.003513,            0.004258,            0.004258,            0.004258
                 292,             0.01733,           0.0074423,            0.015547,             0.97886,             0.98214,             0.99401,             0.89344,            0.006602,           0.0026271,           0.0035365,           0.0042382,           0.0042382,           0.0042382
                 293,            0.015128,           0.0066505,            0.010829,             0.95944,             0.98878,             0.99401,             0.91281,           0.0077889,           0.0023657,           0.0035526,           0.0042184,           0.0042184,           0.0042184
                 294,            0.014501,           0.0065074,            0.017279,             0.99413,             0.94523,             0.99355,             0.91414,           0.0072929,           0.0023054,           0.0035163,           0.0041986,           0.0041986,           0.0041986
                 295,            0.014977,           0.0065333,           0.0094017,                   1,             0.95779,             0.99406,             0.93468,           0.0072776,           0.0023287,           0.0036224,           0.0041788,           0.0041788,           0.0041788
                 296,             0.01815,           0.0066263,           0.0095298,             0.96848,             0.96457,             0.99355,             0.89881,           0.0076957,           0.0025001,           0.0036138,            0.004159,            0.004159,            0.004159
                 297,            0.014765,           0.0068376,            0.011989,             0.99247,             0.94633,             0.99306,             0.88451,           0.0086951,           0.0026563,           0.0033283,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016879,           0.0063076,            0.016988,             0.99208,             0.94674,             0.99306,             0.87882,           0.0080569,           0.0027283,           0.0032092,           0.0041194,           0.0041194,           0.0041194
                 299,            0.017312,           0.0069128,            0.011877,             0.94607,                   1,             0.99306,             0.90991,           0.0070973,           0.0025714,           0.0030133,           0.0040996,           0.0040996,           0.0040996
                 300,            0.016338,           0.0070942,            0.011791,             0.94435,                   1,             0.99306,             0.89634,           0.0081691,           0.0026508,           0.0029586,           0.0040798,           0.0040798,           0.0040798
                 301,            0.015677,           0.0066369,           0.0097747,             0.94402,                   1,             0.99306,             0.90562,           0.0081226,           0.0025643,           0.0029225,             0.00406,             0.00406,             0.00406
                 302,            0.014489,           0.0060239,           0.0074716,             0.94798,             0.99895,             0.99306,             0.86819,            0.009072,           0.0027809,            0.002946,           0.0040402,           0.0040402,           0.0040402
